# LeadForge 10,000 Keyword Bank — Semrush-informed AU lead generation reservoir
# Generated for LeadForge V5 pipeline: Tier 1 -> Tier 2 -> Tier 3 fallback consumption.
# Live Semrush connector validation sampled high-CPC/high-volume AU phrases including plumber near me, emergency plumber, electrician near me, dentist near me, family lawyer, seo agency, google ads agency, pest control near me, accountant near me.
# IMPORTANT: Not every keyword below was individually charged/validated through Semrush; the bank combines Semrush-validated seed patterns, commercial intent modifiers, local city/suburb modifiers, and industry service expansions.
# Format: [00001] Industry | Tier | Keyword | Comment


## INDUSTRY: Plumber
[00001] Plumber | TIER_1 | plumber | core service seed
[01712] Electrician | TIER_2 | hire switchboard electrician | commercial expansion fallback
[01713] Electrician | TIER_2 | book switchboard electrician | commercial expansion fallback
[01714] Electrician | TIER_2 | get switchboard electrician | commercial expansion fallback
[01715] Electrician | TIER_2 | find switchboard electrician | commercial expansion fallback
[01716] Electrician | TIER_2 | switchboard electrician pricing | commercial expansion fallback
[01717] Electrician | TIER_2 | affordable switchboard electrician | commercial expansion fallback
[01718] Electrician | TIER_2 | cheap switchboard electrician | commercial expansion fallback
[01719] Electrician | TIER_2 | premium switchboard electrician | commercial expansion fallback
[01720] Electrician | TIER_2 | switchboard electrician specialist | commercial expansion fallback
[01721] Electrician | TIER_2 | switchboard electrician expert | commercial expansion fallback
[01722] Electrician | TIER_2 | switchboard electrician contractor | commercial expansion fallback
[01723] Electrician | TIER_2 | switchboard electrician agency | commercial expansion fallback
[01724] Electrician | TIER_2 | business switchboard electrician | commercial expansion fallback
[01725] Electrician | TIER_2 | urgent switchboard electrician | commercial expansion fallback
[01726] Electrician | TIER_2 | same day switchboard electrician | commercial expansion fallback
[01727] Electrician | TIER_2 | 24 hour switchboard electrician | commercial expansion fallback
[01728] Electrician | TIER_2 | after hours switchboard electrician | commercial expansion fallback
[01729] Electrician | TIER_2 | weekend switchboard electrician | commercial expansion fallback
[01730] Electrician | TIER_2 | switchboard electrician repair | commercial expansion fallback
[01731] Electrician | TIER_2 | switchboard electrician installation | commercial expansion fallback
[01732] Electrician | TIER_2 | switchboard electrician maintenance | commercial expansion fallback
[01733] Electrician | TIER_2 | switchboard electrician inspection | commercial expansion fallback
[01734] Electrician | TIER_2 | switchboard electrician wollongong | secondary local expansion
[01735] Electrician | TIER_2 | switchboard electrician services wollongong | secondary local expansion
[01736] Electrician | TIER_2 | affordable switchboard electrician wollongong | secondary local expansion
[01737] Electrician | TIER_2 | switchboard electrician geelong | secondary local expansion
[01738] Electrician | TIER_2 | switchboard electrician services geelong | secondary local expansion
[01739] Electrician | TIER_2 | affordable switchboard electrician geelong | secondary local expansion
[01740] Electrician | TIER_2 | switchboard electrician central coast | secondary local expansion
[01741] Electrician | TIER_2 | switchboard electrician services central coast | secondary local expansion
[01742] Electrician | TIER_2 | affordable switchboard electrician central coast | secondary local expansion
[01743] Electrician | TIER_2 | switchboard electrician parramatta | secondary local expansion
[01744] Electrician | TIER_2 | switchboard electrician services parramatta | secondary local expansion
[01745] Electrician | TIER_2 | affordable switchboard electrician parramatta | secondary local expansion
[01746] Electrician | TIER_2 | switchboard electrician sunshine coast | secondary local expansion
[01747] Electrician | TIER_2 | switchboard electrician services sunshine coast | secondary local expansion
[01748] Electrician | TIER_2 | affordable switchboard electrician sunshine coast | secondary local expansion
[01749] Electrician | TIER_2 | switchboard electrician hobart | secondary local expansion
[01750] Electrician | TIER_2 | switchboard electrician services hobart | secondary local expansion
[01751] Electrician | TIER_2 | affordable switchboard electrician hobart | secondary local expansion
[01752] Electrician | TIER_2 | switchboard electrician darwin | secondary local expansion
[01753] Electrician | TIER_2 | switchboard electrician services darwin | secondary local expansion
[01754] Electrician | TIER_2 | affordable switchboard electrician darwin | secondary local expansion
[01755] Electrician | TIER_2 | top solar electrician | commercial expansion fallback
[01756] Electrician | TIER_2 | hire solar electrician | commercial expansion fallback
[01757] Electrician | TIER_2 | book solar electrician | commercial expansion fallback
[01758] Electrician | TIER_2 | get solar electrician | commercial expansion fallback
[01759] Electrician | TIER_2 | find solar electrician | commercial expansion fallback
[01760] Electrician | TIER_2 | solar electrician pricing | commercial expansion fallback
[01761] Electrician | TIER_2 | affordable solar electrician | commercial expansion fallback
[01762] Electrician | TIER_2 | cheap solar electrician | commercial expansion fallback
[01763] Electrician | TIER_2 | premium solar electrician | commercial expansion fallback
[01764] Electrician | TIER_2 | solar electrician specialist | commercial expansion fallback
[01765] Electrician | TIER_2 | solar electrician expert | commercial expansion fallback
[01766] Electrician | TIER_2 | solar electrician contractor | commercial expansion fallback
[01767] Electrician | TIER_2 | solar electrician agency | commercial expansion fallback
[01768] Electrician | TIER_2 | business solar electrician | commercial expansion fallback
[01769] Electrician | TIER_2 | urgent solar electrician | commercial expansion fallback
[01770] Electrician | TIER_2 | same day solar electrician | commercial expansion fallback
[01771] Electrician | TIER_2 | 24 hour solar electrician | commercial expansion fallback
[01772] Electrician | TIER_2 | after hours solar electrician | commercial expansion fallback
[01773] Electrician | TIER_2 | weekend solar electrician | commercial expansion fallback
[01774] Electrician | TIER_2 | solar electrician repair | commercial expansion fallback
[01775] Electrician | TIER_2 | solar electrician installation | commercial expansion fallback
[01776] Electrician | TIER_2 | solar electrician maintenance | commercial expansion fallback
[01777] Electrician | TIER_2 | solar electrician inspection | commercial expansion fallback
[01778] Electrician | TIER_2 | solar electrician wollongong | secondary local expansion
[01779] Electrician | TIER_2 | solar electrician services wollongong | secondary local expansion
[01780] Electrician | TIER_2 | affordable solar electrician wollongong | secondary local expansion
[01781] Electrician | TIER_2 | solar electrician geelong | secondary local expansion
[01782] Electrician | TIER_2 | solar electrician services geelong | secondary local expansion
[01783] Electrician | TIER_2 | affordable solar electrician geelong | secondary local expansion
[01784] Electrician | TIER_2 | solar electrician central coast | secondary local expansion
[01785] Electrician | TIER_2 | solar electrician services central coast | secondary local expansion
[01786] Electrician | TIER_2 | affordable solar electrician central coast | secondary local expansion
[01787] Electrician | TIER_2 | solar electrician parramatta | secondary local expansion
[01788] Electrician | TIER_2 | solar electrician services parramatta | secondary local expansion
[01789] Electrician | TIER_2 | affordable solar electrician parramatta | secondary local expansion
[01790] Electrician | TIER_2 | solar electrician sunshine coast | secondary local expansion
[01791] Electrician | TIER_2 | solar electrician services sunshine coast | secondary local expansion
[01792] Electrician | TIER_2 | affordable solar electrician sunshine coast | secondary local expansion
[01793] Electrician | TIER_2 | solar electrician hobart | secondary local expansion
[01794] Electrician | TIER_2 | solar electrician services hobart | secondary local expansion
[01795] Electrician | TIER_2 | affordable solar electrician hobart | secondary local expansion
[01796] Electrician | TIER_2 | solar electrician darwin | secondary local expansion
[01797] Electrician | TIER_2 | solar electrician services darwin | secondary local expansion
[01798] Electrician | TIER_2 | affordable solar electrician darwin | secondary local expansion
[01799] Electrician | TIER_2 | top security electrician | commercial expansion fallback
[01800] Electrician | TIER_2 | hire security electrician | commercial expansion fallback
[01801] Electrician | TIER_2 | book security electrician | commercial expansion fallback
[01802] Electrician | TIER_2 | get security electrician | commercial expansion fallback
[01803] Electrician | TIER_2 | find security electrician | commercial expansion fallback
[01804] Electrician | TIER_2 | security electrician pricing | commercial expansion fallback
[01805] Electrician | TIER_2 | affordable security electrician | commercial expansion fallback
[01806] Electrician | TIER_2 | cheap security electrician | commercial expansion fallback
[01807] Electrician | TIER_2 | premium security electrician | commercial expansion fallback
[01808] Electrician | TIER_2 | security electrician specialist | commercial expansion fallback
[01809] Electrician | TIER_2 | security electrician expert | commercial expansion fallback
